comp,job,location,range,req_location,salary
Amazon Corporate LLC,Software Developmnet Engineer - Amazon Video,"Seattle, WA",E,WA,
State of Washington,Records Management Supervisor - Risk Management,"Olympia, WA",E,WA,54835.0
Pacific Northwest National Laboratory,Post Doctorate RA - Data Science (Social Media Analytics and Machine Learning),"Richland, WA",E,WA,
Amazon Corporate LLC,Software Development Engineer (SDE) - Tools Development (Level 5),"Seattle, WA",E,WA,
VWR,Regional Sales Director – Pharma/Biotech/Industrial,"Seattle, WA",E,WA,
University of Washington,PROJECT MANAGER,"Seattle, WA",E,WA,
NWRPros,"Scientist, Formulation Development","Bothell, WA",E,WA,
State of Washington,FISH AND WILDLIFE RESEARCH SCIENTIST 1 *03747W,"Spokane, WA",E,WA,57612.5
University of Washington,VALUE ANALYSIS PROJECTS MANAGER,"Seattle, WA",E,WA,
Zemax,Sales Analyst,"Seattle, WA",E,WA,
Amazon Corporate LLC,"Software Development Manager, Chaos Engineering","Seattle, WA",E,WA,
Microsoft,Principal Software Engineer,"Redmond, WA 98052",E,WA,
Amazon Corporate LLC,Amazon Software Development Engineer - TRMS,"Seattle, WA",E,WA,
"Amazon Fulfillment Services, Inc.",Sr. Product Manager - Special Projects,"Seattle, WA",E,WA,
Amazon Corporate LLC,Technical Program Manager for Recommending Trending Products on Amazon,"Seattle, WA",E,WA,
Amazon Corporate LLC,Senior Technical Program Manager,"Seattle, WA",E,WA,
Amazon Corporate LLC,Principal Technical Program Manager - Amazon Alexa,"Seattle, WA",E,WA,
Amazon Corporate LLC,Web Development Engineer,"Seattle, WA",E,WA,
"Amazon Fulfillment Services, Inc.",Principal Product Manager - Technical,"Seattle, WA",E,WA,
University of Washington Medical Center,CLINICAL INFORMATICS ANALYST (CERNER),"Seattle, WA",E,WA,
Amazon Corporate LLC,"Full Stack Developer, Brand New Machine Learning/Natural Language Processing Initiative at AWS","Seattle, WA",E,WA,
Amazon Corporate LLC,"Sr. Product Manager, Personalization Ventures","Seattle, WA",E,WA,
Amazon Corporate LLC,"Manager, Software Development","Seattle, WA",E,WA,
University of Washington,CONTACT CENTER OPERATIONS MANAGER,"Seattle, WA",E,WA,
Amazon Corporate LLC,"Software Development Manager, Website Availability","Seattle, WA",E,WA,
Amazon Corporate LLC,"Machine Learning Scientist -Computer Vision - Time Lords Team (Seattle, WA)","Seattle, WA",E,WA,
BOEING,P-8 Service Engineer - Structures & Mechanical Systems,"Tukwila, WA",E,WA,
"Apex Companies, LLC",Environmental Scientist/Geologist,"Seattle, WA",E,WA,
InnoTech Staffing,"Materials Engineer - Vacuum, Electrons, Ions","Seattle, WA",E,WA,
University of Washington Medical Center,ANATOMIC PATHOLOGY TECHNOLOGIST,"Seattle, WA",E,WA,56199.0
University of Washington,EPIC CLINICAL APPLICATION ANALYST II,"Seattle, WA",E,WA,
NWRPros,"Research Associate, Cell Line Development","Bothell, WA",E,WA,
University of Washington Medical Center,CLINICAL INFORMATICS ANALYST (EPIC),"Seattle, WA",E,WA,
University of Washington,CLINICAL INFORMATICS ANALYST (EPIC),"Seattle, WA",E,WA,
State of Washington,Research Analyst 3,Washington State,E,WA,
Alder Biopharmaceuticals,"Research Associate, Cell Line Development","Bothell, WA 98011",E,WA,
Amazon Corporate LLC,"Senior Software Development Engineer - Machine Learning, NLP, Information Retrieval","Seattle, WA",E,WA,
Amazon Corporate LLC,Business Intelligence - Data Scientist - Global Assessments,"Seattle, WA",F,WA,
Indeed Prime,Data Scientist,"Seattle, WA",F,WA,
Amazon Corporate LLC,Data Scientist - AWS Payments,"Seattle, WA",F,WA,
Brillio,Data Scientist,"Redmond, WA",F,WA,
Luxoft,Data Analyst/Data Scientist,"Kirkland, WA 98033 (Highlands area)",F,WA,
krg technology inc,Jr Data Scientist,"Redmond, WA",F,WA,
Lenati,"Marketing Consultant, Advanced Analytics | 110416129","Seattle, WA 98119 (Queen Anne area)",F,WA,
Facebook,Research Scientist,"Seattle, WA",F,WA,
WSP | Parsons Brinckerhoff,Marketing Data Analyst,"Seattle, WA",F,WA,
Intellipro Group Inc.,Data Scientist,"Seattle, WA",F,WA,
General Assembly,Part-time Data Science Instructor,"Seattle, WA 98121 (Belltown area)",F,WA,
Pacific Northwest National Laboratory,Data Scientist - Applied Machine Learning,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Statistical Research Associate,"Seattle, WA 98109 (Westlake area)",F,WA,
Washington State Patrol,Records Management Supervisor - Risk Man...,"Olympia, WA",F,WA,54835.0
"G2 Web Services, LLC",Research and Investigation Analyst,"Bellevue, WA 98004 (Downtown area)",F,WA,35000.0
Amazon Corporate LLC,"Data Scientist, Listing Abuse","Seattle, WA",F,WA,
Microsoft,Data and Applied Scientist II-Bing,"Bellevue, WA",F,WA,
Zillow,Data Automation Intern,"Seattle, WA 98101 (Downtown area)",F,WA,
Posh Technologies,Data Scientist(Position5),"Redmond, WA",F,WA,
"Swedish Medical Center - Seattle, WA",Research Scientist - Swedish Neuro Institute Research Labs,"Seattle, WA 98194 (Downtown area)",F,WA,
Huawei,Principal Machine Learning Engineer,"Bellevue, WA",F,WA,
Microsoft,Program Manager,"Redmond, WA 98052",F,WA,
Damco Solutions,Data Scientist,"Redmond, WA",F,WA,
Nordstrom,Data Scientist â€“ Labor Scheduling,"Seattle, WA",F,WA,
University of Washington,RESEARCH SCIENTIST/ENGINEER 1,"Seattle, WA",F,WA,
Amazon Corporate LLC,Behavioral Research Scientist - Amazon Connections,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Data Quality Analyst,"Seattle, WA 98109 (Westlake area)",F,WA,
BMS,"Assistant Scientist, Quality Control","Bothell, WA",F,WA,
University of Washington Medical Center,PORTFOLIO SERVICES ANALYST,"Seattle, WA",F,WA,
Wargaming Seattle,Big Data Integration Engineer,"Redmond, WA",F,WA,
Avanade MY,Data Analytics Product Manager- Seattle WA,"Seattle, WA",F,WA,
Amazon Corporate LLC,"Applied Scientist, Browse Classification","Seattle, WA",F,WA,
Ipsos North America,Market Research Analyst - Analyst Development Program,"Bellevue, WA",F,WA,
Community Center for Education Results,Education Research Analyst,"Seattle, WA 98144 (Mount Baker area)",F,WA,
LeEco,Data Scientist,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Big Data Architect,"Seattle, WA 98109 (Westlake area)",F,WA,
BOEING,"Materials, Process and Physics Technical Analyst","Tukwila, WA",F,WA,
Microsoft,Software Engineer,"Redmond, WA 98052",F,WA,
University of Washington,RESEARCH SCIENTIST - PRINCIPAL,"Seattle, WA",F,WA,
DiscoverOrg,Corporate Research Analyst - 2:00AM Start Time,"Vancouver, WA",F,WA,
"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"Seattle, WA",F,WA,
Amazon Corporate LLC,Operations Research Scientist,"Seattle, WA",F,WA,
University of Washington,STOCKROOM ATTENDANT 2,"Seattle, WA",F,WA,30849.5
Fred Hutchinson Cancer Research Center,Cellular Production Associate I-II,"Seattle, WA 98109 (Westlake area)",F,WA,
University of Washington Medical Center,RESEARCH SCIENTIST/ENGINEER 1,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Program Assistant I,"Seattle, WA 98109 (Westlake area)",F,WA,
North Creek Medicine,Research Scientist,"Everett, WA 98208 (Silver Lake area)",F,WA,
WSP | Parsons Brinckerhoff,Water Intern II,"Seattle, WA",F,WA,
Benaroya Research Institute,Staff Scientist,"Seattle, WA",F,WA,
University of Washington Medical Center,RESEARCH SCIENTIST,"Seattle, WA",F,WA,
Microsoft,RSDE,"Redmond, WA 98052",F,WA,
Harvey Nash USA,Data Scientist - Engineering,"Seattle, WA",F,WA,125000.0
Amazon Corporate LLC,"Applied Scientist, Behavioral Similarities","Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Clinical Data Coordinator,"Seattle, WA 98109 (Westlake area)",F,WA,
University of Washington,RESEARCH SCIENTIST/ENGINEER ASSISTANT,"Seattle, WA",F,WA,
Amazon Corporate LLC,"Applied Scientist- Operations Research, Devices","Seattle, WA",F,WA,
"Physio-Control, Inc.",Buyer/Planner,"Redmond, WA",F,WA,
Starbucks,"decision scientist, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",F,WA,
Disney ABC Television Group,Senior Data Scientist,"Seattle, WA",F,WA,
Environment International Ltd.,Climate and Energy Analyst,"Seattle, WA 98105 (Ravenna - U District area)",F,WA,
State of Washington,Permanent Scientific Technician 2 * 10927-16,"Okanogan County, WA",F,WA,32070.5
Zibbli,Data Scientist / Back-end Developer,"Seattle, WA",F,WA,
Jamison Professional Services Inc,"Statistician - Mulkiteo, WA",Washington State,F,WA,
Washington State Department of Corrections,Research Analyst 3,"Tumwater, WA",F,WA,42828.5
University of Washington,RESEARCH ANALYST 1,"Seattle, WA",F,WA,35057.0
University of Washington Medical Center,RESEARCH SCIENTIST/ENGINEER ASSISTANT,"Seattle, WA",F,WA,
Pacific Northwest National Laboratory,"Masters Intern - Computing, Math and Data Sciences Intern (NSIP)","Seattle, WA",F,WA,
University of Washington Medical Center,RESEARCH SCIENTIST - PRINCIPAL,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Research Technician II,"Seattle, WA 98109 (Westlake area)",F,WA,
University of Washington Medical Center,WMS APPLICATION ANALYST,"Seattle, WA",F,WA,
State of Washington,Forensic Scientist 3 (Latent Prints Examiner),"Olympia, WA",F,WA,40810.0
Pacific Northwest National Laboratory,Optical and Mass Spectroscopist,"Richland, WA",F,WA,
Microsoft,Senior RSDE,"Redmond, WA 98052",F,WA,
"Beckman Coulter, Inc.",Field Service Engineer,"Seattle, WA",F,WA,
Amazon Corporate LLC,Business Analyst Seller Debt Control,"Seattle, WA",F,WA,
University of Washington,MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE,"Seattle, WA",F,WA,57761.0
Kennedy/Jenks Consultants,Staff Scientist,"Federal Way, WA",F,WA,
Pacific Northwest National Laboratory,"Post Bachelors RA - Computing, Math and Data Sciences (NSIP)","Richland, WA",F,WA,
Pacific Northwest National Laboratory,"Tech Student (Senior) - Computing, Math and Data Sciences Intern (NSIP)","Seattle, WA",F,WA,
Seattle Cancer Care Alliance,Clinical Technologist I Certified - Per Diem,"Seattle, WA",F,WA,
Starbucks,"senior designer, digital products - Seattle,WA","Seattle, WA 98134 (Industrial District area)",F,WA,
"Physio-Control, Inc.",MDR/Vigilance Specialist,"Redmond, WA",F,WA,
Fred Hutchinson Cancer Research Center,Employee Services Representative,"Seattle, WA 98109 (Westlake area)",F,WA,
Juno Therapeutics,Associate Scientist – Analytical Development Flow Cytometry,"Seattle, WA",F,WA,
Microsoft,Scientist,"Redmond, WA 98052",F,WA,
Washington State Patrol,IT Supervisor - WAJIS Team - ITS/AS 6 #1...,"Tumwater, WA",F,WA,73782.5
University of Washington,MARKET RESEARCH ANALYST,"Seattle, WA",F,WA,
Washington State Patrol,Administrative Assistant 3 - Homeland Se...,"Olympia, WA",F,WA,34457.5
CDK Global,Software Engineer III,"Seattle, WA",F,WA,
Intellipro Group Inc.,Research Scientist--Large-scale machine learning,"Seattle, WA",F,WA,
Anchor Env,Natural Resource Scientist,"Wenatchee, WA",F,WA,
Nokia Siemens Networks,Project Controller,"Redmond, WA",F,WA,
Gilead Sciences,"Research Scientist II, Biomarker Sciences- Seattle","Seattle, WA 98102 (Capitol Hill area)",F,WA,
"Amazon Web Services, Inc.","Applied Scientist, EC2 Spot - AWS","Seattle, WA",F,WA,
Microsoft,Senior Applied Scientist- Bing Predicts,"Bellevue, WA",F,WA,
Amazon Corporate LLC,Applied Scientist - Computer Vision,"Seattle, WA",F,WA,
Starbucks,"data scientist lead -Field Support Center, Retail Operations– Seattle, WA","Seattle, WA 98134 (Industrial District area)",F,WA,
Washington State University,Assistant Professor (Open Rank),"Pullman, WA 99163",F,WA,
Penn Schoen Berland,Market Research Senior Analyst,"Seattle, WA",F,WA,
University of Washington Medical Center,TRANSFORMATION OF CARE CONSULTANT,"Seattle, WA",F,WA,
Gilead,"Research Scientist II, Biomarker Sciences- Seattle","Seattle, WA",F,WA,
Microsoft,Business Analyst Specialist - Data Analyst,"Redmond, WA 98052",F,WA,
Amazon Corporate LLC,"Business Intelligence Engineer II, Promise","Seattle, WA",F,WA,
BOEING,"97707; Modification Mechanic, Field & Hangar","Everett, WA 98204 (Holly area)",F,WA,
Microsoft,Principal Scientist - Computer Vision,"Redmond, WA 98052",F,WA,
Seattle Children's Hospital,"Manager, Enterprise Analytics","Seattle, WA 98101 (Downtown area)",F,WA,
The Institute For Disease Modeling,Software Engineer - Web and Middleware,"Bellevue, WA",F,WA,
"Physio-Control, Inc.","Senior Project Specialist, Marketing",Washington State,F,WA,
Amazon Corporate LLC,Data Engineer - Data Science,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Director,"Seattle, WA 98109 (Westlake area)",F,WA,
Pacific Northwest National Laboratory,"Post Masters RA - Computing, Math and Data Sciences (NSIP)","Seattle, WA",F,WA,
Everett Community College,Computer Science Associate Faculty (Pool Position),"Everett, WA",F,WA,
Stillaguamish Tribe of Indians,NATURAL RESOURCES TECHNICIAN 1/2/3/4,"Arlington, WA",F,WA,46609.4
University of Washington Medical Center,ENTERPRISE INTEGRATION ARCHITECT,"Seattle, WA",F,WA,
BOEING,"Intellectual Property, Patent & Invention Protection Specialist","Tukwila, WA",F,WA,
ECS Federal LLC,Research Associate,"Seattle, WA",F,WA,
Ipsos North America,"Connect- Director, Technology Market Research","Bellevue, WA",F,WA,
University of Washington Medical Center,PATIENT FINANCIAL SERVICES SUPERVISOR,"Seattle, WA",F,WA,45743.5
University of Washington Medical Center,PATIENT FINANCIAL SERVICES SPECIALIST 2,"Seattle, WA",F,WA,34468.5
University of Washington Medical Center,RESEARCH STUDY COORDINATOR 1,"Seattle, WA",F,WA,35926.0
Fred Hutchinson Cancer Research Center,Post-Doctoral Research Fellow - Cancer Epidemiology,"Seattle, WA 98109 (Westlake area)",F,WA,
BMS,Scientist – Analytical Development,"Seattle, WA",F,WA,
Pacific Northwest National Laboratory,Mechanical Test Engineer,"Richland, WA",F,WA,
Pacific Northwest Diabetes Research Institute,Postdoctoral Fellow,"Seattle, WA",F,WA,
Pacific Northwest National Laboratory,Human Computer Interaction and Visualization Scientist,"Seattle, WA",F,WA,
Intellectual Ventures Management,Senior Machine-Learning Algorithm Development Software Engineer - IV Lab,"Bellevue, WA",F,WA,
Amazon Corporate LLC,Sr. Business Intel Engineer,"Seattle, WA",F,WA,
University of Washington Medical Center,RESEARCH SCIENTIST 2 (PROJECT APPOINTMENT),"Seattle, WA",F,WA,
Amazon Corporate LLC,"BI Data Scientist, International Seller Services","Seattle, WA",F,WA,
University of Washington Medical Center,SR. NETWORK ENGINEER,"Seattle, WA",F,WA,
University of Washington,SR. NETWORK ENGINEER,"Seattle, WA",F,WA,
Infox Consulting,"Sr. Principal Data Scientist, Machine Learning","Seattle, WA",F,WA,
"Physio-Control, Inc.",Senior Technical Training Specialist,"Redmond, WA",F,WA,
University of Washington Medical Center,PROGRAM COORDINATOR,"Seattle, WA",F,WA,37713.5
Amazon Corporate LLC,"Software Engineer, Business Development","Seattle, WA",F,WA,
HDR,Estimator,"Bellevue, WA 98004 (Downtown area)",F,WA,
Quest Diagnostics,"Laboratory Associate I - Micro (Days, Tue-Sat) - Seattle, WA","Seattle, WA 98134 (Industrial District area)",F,WA,
Amazon Corporate LLC,Senior Product Manager – Global Sourcing,"Seattle, WA",F,WA,
The Climate Corporation,"Software Engineer, Backend","Seattle, WA",F,WA,
Pacific Northwest National Laboratory,Chemical Engineer,"Richland, WA",F,WA,
Amazon Corporate LLC,"Head of Consumer Engagement, Home Services","Seattle, WA",F,WA,
University of Washington Medical Center,PHARMACY TECHNICIAN 1 (PART-TIME),"Seattle, WA",F,WA,42432.5
PlasmaLab International,Biomedical Shipping Assistant/Phlebotomist,"Everett, WA 98201 (Bayside area)",F,WA,
Quest Diagnostics,"Assoc, Lab I - Autochem (nights, Tu-Sat) - Seattle, WA","Seattle, WA 98134 (Industrial District area)",F,WA,
Environmental Science Associates,Hydrologist/Geomorphologist,"Seattle, WA",F,WA,
Amazon Corporate LLC,"Recruiter, HR Analytics","Seattle, WA",F,WA,
"Physio-Control, Inc.",Senior Design Quality Engineer,"Redmond, WA",F,WA,
Amazon Retail LLC,Senior Software Engineer,"Seattle, WA",F,WA,
CDK Global,Senior Back-End Software Engineer,"Seattle, WA",F,WA,
University of Washington Medical Center,CONTACT CENTER OPERATIONS MANAGER,"Seattle, WA",F,WA,
University of Washington Medical Center,CONTACT CENTER REPRESENTATIVE 1,"Seattle, WA",F,WA,39545.0
Washington State University,Postdoctoral Research Associate,"Pullman, WA 99163",F,WA,
University of Washington,ACADEMIC COUNSELOR - SENIOR,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Clinical Research Coordinator III - Program in Immunology,"Seattle, WA 98109 (Westlake area)",F,WA,
Alaska Native Corporation,Environmental Scientist,"Fort Lewis, WA 98433",F,WA,
data2insight LLC,Project/Marketing Coordinator,"Seattle, WA",F,WA,
University of Washington,SENIOR PROJECT MANAGER,"Seattle, WA",F,WA,
Fred Hutchinson Cancer Research Center,Project Manager I - Clinical Trials,"Seattle, WA 98109 (Westlake area)",F,WA,
Intellectual Ventures,Engineering Test Technician (Machining),"Bellevue, WA",F,WA,
Alaska Native Corporation,Environmental Scientist and Scale House Attendant,"Fort Lewis, WA 98433",F,WA,
State of Washington,"Fisheries Planning, Modeling, Regulations, and ESA Response Manager (WMS03)","Olympia, WA",F,WA,73100.0
State of Washington,2016 Commercial Vehicle Enforcement Officer 1,Washington State,F,WA,42421.5
State of Washington,TMDL Lead (Environmental Specialist 4),"Bellevue, WA",F,WA,55548.0
OncoResponse,Immuno-oncology Scientist,"Seattle, WA 98104 (First Hill area)",F,WA,
Capital One,"Director, UX and Design","Seattle, WA",F,WA,
State of Washington,Administrative Assistant 3 - Homeland Security Section,"Olympia, WA",F,WA,34457.5
University of Washington Medical Center,EPIC CLINICAL APPLICATION ANALYST II,"Seattle, WA",F,WA,
State of Washington,Administrative Assistant 3 - Fire Protection Bureau,"Olympia, WA",F,WA,34457.5
State of Washington,Maintenance Mechanic 3 - Electrical Specialist,"Tumwater, WA",F,WA,46953.5
University of Washington Medical Center,ACADEMIC COUNSELOR - SENIOR,"Seattle, WA",F,WA,
PPD,"Scientist - Quality Control , Microbiology , Environmental Monitoring , Raw Material , HPLC , GMP - Based in Bothell , WA","Bothell, WA",F,WA,
Hoops Leagues PNW,"Basketball Statistician, Scorekeeper, Gym Manager","Seattle, WA",F,WA,
"Relevante, Inc",Statistical Research Scientist,"Madison, WI",C,WI,137000.0
GE Healthcare,Global Service Data & Analytics – Data Scientist,"Waukesha, WI 53188",C,WI,
Kimberly-Clark,Research Technical Leader Product,"Neenah, WI",C,WI,
Wisdom InfoTech,Data Engineer / Data Architect [Business-Side],"Madison, WI",C,WI,
The Nielsen Company,Global Validation & Statistical Operations Process,"Green Bay, WI",C,WI,
Analytic Recruiting,"Statistician, Test Design","Madison, WI",C,WI,108500.0
"Relevante, Inc",Senior Statistical Analyst,"Madison, WI",C,WI,105000.0
