,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
931,8.4,tt0033467,Citizen Kane,1941,Orson Welles,Joseph Cotten,Dorothy Comingore,Agnes Moorehead,Orson Welles,Drama,Mystery,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance.",1941-09-05,119,Radio's Most Dynamic Artist . . The Man At Whose Voice A Nation Trembled . . . Now the screen's most exciting NEW star ! ORSON WELLES in the picture Hollywood said he'd never make,Herman J. Mankiewicz
932,7.3,tt0126886,Election,1999,Matthew Broderick,Reese Witherspoon,Chris Klein,Jessica Campbell,Alexander Payne,Comedy,Drama,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president.",1999-05-07,103,"Reading, Writing, Revenge.",Tom Perrotta
933,7.1,tt0274812,Secretary,2002,James Spader,Maggie Gyllenhaal,Jeremy Davies,Lesley Ann Warren,Steven Shainberg,Comedy,Drama,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",2002-10-11,104,Assume the position.,Erin Cressida Wilson
934,7.4,tt0375912,Layer Cake,2004,Daniel Craig,Sienna Miller,Michael Gambon,Tom Hardy,Matthew Vaughn,Crime,Drama,A successful cocaine dealer gets two tough assignments from his boss on the eve of his planned early retirement.,2005-06-03,105,,J.J. Connolly
935,8.5,tt0405094,The Lives of Others,2006,Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,Florian Henckel von Donnersmarck,Drama,Thriller,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",2007-03-30,137,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets",Florian Henckel von Donnersmarck
936,7.1,tt2494362,Bone Tomahawk,2015,Kurt Russell,Patrick Wilson,Matthew Fox,Richard Jenkins,S. Craig Zahler,Adventure,Drama,Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,2015-12-10,132,John Brooder: An armed gentleman,S. Craig Zahler
937,7.1,tt2294449,22 Jump Street,2014,Channing Tatum,Jonah Hill,Ice Cube,Nick Offerman,Phil Lord,Action,Comedy,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",2014-06-13,112,They're not 21 anymore,Michael Bacall
938,7.9,tt0375679,Crash,2004,Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave,Paul Haggis,Crime,Drama,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",2005-05-06,112,It's not like things are black and white.,Paul Haggis
939,7.6,tt1091191,Lone Survivor,2013,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Peter Berg,Action,Biography,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",2014-01-10,121,Live to Tell the Story,Peter Berg
940,6.7,tt2980592,The Guest,2014,Dan Stevens,Sheila Kelley,Maika Monroe,Joel David Moore,Adam Wingard,Action,Crime,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",2014-09-05,100,Be careful who you let in.,Simon Barrett
941,6.4,tt1226229,Get Him to the Greek,2010,Jonah Hill,Russell Brand,Elisabeth Moss,Rose Byrne,Nicholas Stoller,Comedy,Music,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,2010-06-04,109,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,Nicholas Stoller
942,7.1,tt1615147,Margin Call,2011,Zachary Quinto,Stanley Tucci,Kevin Spacey,Paul Bettany,J.C. Chandor,Biography,Drama,"Follows the key people at an investment bank, over a 24-hour period, during the early stages of the 2008 financial crisis.",2011-09-29,107,Be first. Be smarter. Or cheat.,J.C. Chandor
943,7.5,tt0290334,X-Men 2,2003,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,Bryan Singer,Action,Adventure,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces.",2003-05-02,134,The time has come for those who are different to stand united,Zak Penn
944,8.3,tt0105695,Unforgiven,1992,Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Clint Eastwood,Drama,Western,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.",1992-08-07,131,"It's a hell of a thing, killing a man",David Webb Peoples
945,7.4,tt0078718,...and justice for all.,1979,Al Pacino,Jack Warden,John Forsythe,Lee Strasberg,Norman Jewison,Crime,Drama,"A lawyer is forced to defend a guilty judge, while defending other innocent clients, and trying to find punishment for the guilty and provide justice for the innocent.",1979-10-19,119,This man needs the best lawyer in town. But the problem is... he is the best lawyer in town.,Valerie Curtin
946,6.3,tt1625346,Young Adult,2011,Charlize Theron,Patrick Wilson,Patton Oswalt,Elizabeth Reaser,Jason Reitman,Comedy,Drama,"Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.",2011-12-16,94,Everyone gets old. Not everyone grows up,Diablo Cody
947,7.5,tt0107554,Menace II Society,1993,Tyrin Turner,Larenz Tate,June Kyoto Lu,Toshi Toda,Albert Hughes,Crime,Drama,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,1993-05-26,97,This is the truth.  This is what's real.,Allen Hughes
948,7.3,tt0362270,The Life Aquatic with Steve Zissou,2004,Bill Murray,Owen Wilson,Anjelica Huston,Cate Blanchett,Wes Anderson,Adventure,Comedy,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",2004-12-25,119,"The deeper you go, the weirder life gets",Wes Anderson
949,7.1,tt0091954,Sid and Nancy,1986,Gary Oldman,Chloe Webb,David Hayman,Debby Bishop,Alex Cox,Biography,Drama,"Morbid biographical story of Sid Vicious, bassist with British punk group the Sex Pistols, and his girlfriend Nancy Spungen...",1986-11-07,112,Love kills,Alex Cox
950,7.2,tt0159097,The Virgin Suicides,1999,Kirsten Dunst,Josh Hartnett,James Woods,Kathleen Turner,Sofia Coppola,Drama,Romance,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid-1970s.",2000-05-19,97,"LOVE, SEX, DEATH, PASSION, FEAR, OBSESSION Just like life",Jeffrey Eugenides
951,7.7,tt0119822,As Good as It Gets,1997,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,James L. Brooks,Comedy,Drama,"A single mother/waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",1997-12-25,139,Brace yourself for Melvin.,Mark Andrus
952,8.6,tt1675434,The Intouchables,2011,François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,Olivier Nakache,Biography,Comedy,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",2011-11-02,112,Sometimes you have to reach into someone else's world to find out what's missing in your own.,Olivier Nakache
953,8.0,tt0381061,Casino Royale,2006,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,Martin Campbell,Action,Adventure,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",2006-11-17,144,"Everyone has a past. Every legend has a beginning. On November 17th, discover how James...became Bond.",Neal Purvis
954,8.4,tt0082096,Das Boot,1981,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,Wolfgang Petersen,Adventure,Drama,"The claustrophobic world of a WWII German U-boat; boredom, filth, and sheer terror.",1982-02-10,239,"This is the story of 42 raw recruits caught up in a war they didn't understand, and the Captain who must lead them in their struggle to survive.",Wolfgang Petersen
955,7.7,tt1022603,(500) Days of Summer,2009,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloë Grace Moretz,Marc Webb,Comedy,Drama,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",2009-08-07,95,Boy meets girl. Boy falls in love. Girl doesn't.,Scott Neustadter
956,7.9,tt0071360,The Conversation,1974,Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,Francis Ford Coppola,Drama,Mystery,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that a couple he is spying on will be murdered.",1974-06-01,113,Harry Caul will go anywhere to bug a private conversation.,Francis Ford Coppola
957,8.2,tt0317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,Robert McNamara,John F. Kennedy,Fidel Castro,Richard Nixon,Errol Morris,Documentary,Biography,"The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon Johnson, Robert McNamara.",2004-03-05,107,,
958,8.0,tt0129167,The Iron Giant,1999,Eli Marienthal,Harry Connick Jr.,Jennifer Aniston,Vin Diesel,Brad Bird,Animation,Action,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,1999-08-06,86,It came from outer space!,Tim McCanlies
959,7.2,tt0097733,Lethal Weapon 2,1989,Mel Gibson,Danny Glover,Joe Pesci,Patsy Kensit,Richard Donner,Action,Crime,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,1989-07-07,118,The magic is back!,Jeffrey Boam
960,7.1,tt1560747,The Master,2012,Philip Seymour Hoffman,Joaquin Phoenix,Amy Adams,Jesse Plemons,Paul Thomas Anderson,Drama,,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,2012-09-21,144,,Paul Thomas Anderson
961,7.1,tt0114594,Swimming with Sharks,1994,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio Del Toro,George Huang,Comedy,Crime,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",1995-04-21,93,Back Stabbing - Two Faced - Revenge,George Huang
962,6.8,tt0076666,Saturday Night Fever,1977,John Travolta,Karen Lynn Gorney,Barry Miller,Joseph Cali,John Badham,Drama,Music,A Brooklyn teenager feels his only chance to succeed is as the king of the disco floor. His carefree youth and weekend dancing help him to forget the reality of his bleak life.,1977-12-16,113,Where do you go when the record is over...,Nik Cohn
963,7.0,tt0298203,8 Mile,2002,Eminem,Brittany Murphy,Kim Basinger,Mekhi Phifer,Curtis Hanson,Drama,Music,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",2002-11-08,110,Go back to where it all started.,Scott Silver
964,7.0,tt0093605,Near Dark,1987,Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton,Kathryn Bigelow,Action,Crime,A small-town farmer's son reluctantly joins a traveling group of vampires after he is turned by a beautiful drifter.,1988-01-01,94,"Killing you would be easy, they'd rather terrify you...forever.",Kathryn Bigelow
965,7.4,tt0185014,Wonder Boys,2000,Michael Douglas,Tobey Maguire,Frances McDormand,Robert Downey Jr.,Curtis Hanson,Comedy,Drama,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",2000-02-25,107,Undependable. Unpredictable. Unforgettable.,Michael Chabon
966,7.7,tt0387564,Saw,2004,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,James Wan,Horror,Mystery,"Two strangers awaken in a room with no recollection of how they got there or why, and soon discover they are pawns in a deadly game perpetrated by a notorious serial killer.",2004-10-29,103,Death is a shortcut  (Denmark),Leigh Whannell
967,7.8,tt1179947,American: The Bill Hicks Story,2009,Bill Hicks,Dwight Slade,Mary Hicks,Steve Hicks,Matt Harlock,Documentary,Animation,"Photo-animated feature documentary, uniquely narrated by the 10 people who knew Bill best.",2011-04-08,102,The greatest comic of his generation. Kicked ass. Took names. Changed the game.,nan
968,7.5,tt0100802,Total Recall,1990,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin,Paul Verhoeven,Action,Sci-Fi,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?",1990-06-01,113,"They stole his mind, now he wants it back.",Philip K. Dick
969,8.0,tt0029870,Angels with Dirty Faces,1938,James Cagney,Pat O'Brien,Humphrey Bogart,Ann Sheridan,Michael Curtiz,Crime,Drama,A priest tries to stop a gangster from corrupting a group of street kids.,1938-11-26,97,The saga of America's dirty faced kids... And the breaks that life won't give them!,John Wexley
970,8.0,tt1798709,Her,2013,Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara,Spike Jonze,Drama,Romance,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,2014-01-10,126,,Spike Jonze
971,7.1,tt1340800,Tinker Tailor Soldier Spy,2011,Gary Oldman,Colin Firth,Tom Hardy,Mark Strong,Tomas Alfredson,Drama,Mystery,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",2012-01-06,122,How do you find an enemy who is hidden right before your eyes?,Bridget O'Connor
972,7.7,tt0101410,Barton Fink,1991,John Turturro,John Goodman,Judy Davis,Michael Lerner,Joel Coen,Comedy,Drama,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,1991-08-21,116,What's in his head,Joel Coen
973,7.8,tt0054698,Breakfast at Tiffany's,1961,Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Blake Edwards,Comedy,Drama,A young New York socialite becomes interested in a young man who has moved into her apartment building.,1961-10-05,115,"The Fairest Lady of All - Audrey Hepburn in One of her Most Lavish, Luscious and Hilarious Hits!",Truman Capote
974,7.4,tt0117802,Swingers,1996,Vince Vaughn,Heather Graham,Jon Favreau,Ron Livingston,Doug Liman,Comedy,Drama,Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.,1997-04-11,96,cocktails first. questions later.,Jon Favreau
